618.201172,238.364288,606.957703,222.248795,19.650057,124.902740
609.063538,211.328430,602.117126,197.064728,15.865239,115.966049
680.160400,236.374374,667.120605,215.023697,25.017748,121.414230
556.679932,291.335327,549.770447,286.673340,8.335173,145.991577
656.480652,237.155930,643.769592,217.160248,23.693846,122.443726
576.150146,274.532440,566.074097,260.533142,17.248396,125.744598
592.156311,259.389465,582.079224,244.229675,18.203485,123.612976
637.385559,290.011963,627.675537,272.659851,19.884172,119.230835
624.893127,308.057983,613.667297,293.478638,18.400452,127.595612
633.816345,271.497925,623.395264,253.721405,20.605911,120.380005
633.110962,232.582474,622.393616,217.035156,18.883341,124.579941
573.045959,301.650604,567.341736,296.542938,7.656789,138.158157
613.984131,338.356232,602.367859,325.641785,17.221931,132.415695
679.554565,236.458298,666.551331,215.121674,24.986710,121.359482
607.000000,189.000000,603.166687,175.957703,13.593962,106.378815
556.686218,270.790619,546.386658,257.843109,16.544455,128.501755
587.317139,317.031403,574.473511,304.719849,17.791378,136.211716
616.247314,216.687332,608.978333,201.665176,16.688417,115.821594
613.535645,217.537308,605.788940,202.154327,17.223457,116.729340
653.568359,254.973129,641.294373,234.228195,24.104006,120.611191
611.369812,212.675247,603.968994,197.675964,16.725746,116.262268
648.538208,344.199371,633.484802,330.685516,20.229418,138.084824
612.157898,337.732178,600.512512,325.123077,17.164045,132.724640
633.000000,276.000000,622.656921,258.208893,20.579184,120.172104
652.309082,252.756943,640.326721,231.798065,24.142317,119.756958
624.544373,308.878784,613.358521,294.326080,18.354958,127.547470
694.000000,227.000000,680.831482,205.266891,25.411373,121.212509
576.150879,274.536438,566.074707,260.536957,17.248615,125.744583
634.000000,206.000000,626.687073,191.106949,16.591621,116.152405
606.000000,247.000000,594.871033,231.276321,19.263643,125.290253
591.546204,242.310379,580.440674,227.536163,18.482700,126.931564
606.876221,201.193527,602.935364,188.152206,13.623744,106.813889
656.586548,237.285782,643.889893,217.289581,23.686560,122.413651
656.730103,257.294800,644.275024,236.312439,24.400583,120.693268
630.000000,335.000000,617.921509,322.423401,17.437340,133.842606
571.000000,262.000000,560.948608,248.161850,17.103359,125.992920
605.610107,332.317291,593.933838,319.890076,17.052008,133.215515
630.000000,190.000000,623.435181,175.684097,15.749347,114.634689
633.000000,301.000000,621.485596,286.827606,18.260292,129.092239
612.761902,214.773087,605.682739,199.869415,16.499514,115.407471
540.910828,284.193848,533.333679,279.670135,8.824803,149.161926
620.000000,186.000000,613.951538,172.746628,14.568314,114.530609
656.585571,237.284988,643.888550,217.289169,23.686434,122.414886
637.444763,289.208893,627.717346,271.861572,19.888494,119.281296
579.000000,255.000000,568.998657,240.028229,18.005022,123.743454
679.546265,236.458801,666.543396,215.122574,24.986179,121.359253
573.096619,301.661713,567.429565,296.584198,7.608985,138.140594
633.816467,271.498718,623.395691,253.722122,20.605824,120.379166
605.625366,332.303833,593.945618,319.875336,17.055325,133.221100
624.000000,295.000000,614.346558,277.873230,19.659990,119.407623
613.545593,217.540375,605.799622,202.157913,17.222664,116.727936
591.572205,242.291321,580.467346,227.515457,18.483614,126.926834
618.000000,329.000000,606.217896,315.975281,17.563066,132.132370
624.575439,308.735229,613.393311,294.180420,18.354359,127.534256
648.000000,220.000000,638.012817,203.698792,19.117353,121.494354
643.000000,241.000000,631.518005,223.307892,21.091393,122.983154
546.829224,248.469894,536.472839,235.674469,16.461397,128.986069
