73.000000,191.000000,91.299629,190.523163,18.305841,1.492615
477.719940,247.738037,483.085205,244.691376,6.169944,29.590027
462.819183,189.938019,468.364014,188.748947,5.670894,12.103577
430.450592,186.296341,436.860840,185.279190,6.490445,9.016266
114.000000,203.000000,129.059631,201.503204,15.133833,5.676056
476.331024,232.484818,481.591248,229.658752,5.971314,28.247009
97.351540,240.413895,114.864136,237.818756,17.703835,8.429138
83.000000,189.000000,101.154900,188.424500,18.164019,1.815643
442.743561,212.964798,448.748352,210.964828,6.329091,18.420959
77.314117,209.685455,95.354126,208.019714,18.116749,5.275513
127.778419,237.739944,138.767639,236.280365,11.085726,7.565674
478.283203,210.744644,483.411560,208.862350,5.462882,20.154968
124.156113,206.095810,137.598587,204.416016,13.547023,7.122833
469.094238,209.481064,474.454987,207.564270,5.693129,19.675049
80.188492,227.144730,98.176506,224.927734,18.124121,7.026184
391.104431,210.716400,398.873962,208.963562,7.964801,12.713318
95.541237,222.340851,113.245483,220.162018,17.837814,7.016022
39.144588,184.886703,66.894043,183.651535,27.776930,2.548645
434.899261,213.336975,441.004089,211.317429,6.430202,18.304810
51.000000,134.000000,65.471413,146.877045,19.371115,318.336456
49.403675,185.379898,67.087601,184.291946,17.717360,3.520508
19.930424,184.576324,44.768230,183.660385,24.854689,2.111938
404.517670,186.959167,411.571167,186.062149,7.110307,7.247620
434.887329,213.361130,440.989655,211.340576,6.428143,18.320343
116.000000,171.000000,128.083954,169.466339,12.180889,7.233154
89.000000,200.000000,107.032692,199.019180,18.059345,3.113312
128.143723,239.694534,139.499359,238.130402,11.462853,7.842590
476.335938,232.485474,481.596069,229.659393,5.971241,28.247528
94.000000,187.000000,111.693230,186.345261,17.705339,2.119263
128.000000,178.000000,137.113098,177.496750,9.126983,3.160828
120.000000,185.000000,135.685074,183.773102,15.732985,4.472595
472.000000,220.000000,477.244385,217.919449,5.642009,21.639221
127.893600,237.740097,138.881042,236.284531,11.083436,7.546326
108.000000,187.000000,124.732964,186.231323,16.750610,2.630188
28.000000,141.000000,43.011169,153.044464,19.245892,321.257599
385.987976,181.117340,392.604156,180.822006,6.622769,2.555878
478.000000,258.000000,483.418396,254.708694,6.339693,31.275818
442.743744,212.964737,448.748627,210.964783,6.329173,18.420563
128.144714,239.701294,139.496002,238.140732,11.458057,7.827881
383.763916,181.658875,390.401825,181.344421,6.645353,2.712219
99.000000,253.000000,116.605476,250.375412,17.800035,8.479065
109.000000,215.000000,126.262810,213.041565,17.373545,6.472412
411.080750,214.390945,418.597321,212.429321,7.768321,14.626434
384.000000,221.000000,391.896088,219.158783,8.107915,13.125732
462.851746,189.971176,468.391815,188.777786,5.667147,12.156372
404.521942,186.969559,411.577545,186.072067,7.112455,7.249237
124.196556,206.028809,137.634079,204.360306,13.540713,7.078033
60.246300,164.951431,74.879532,165.355087,14.638799,358.419922
114.051880,157.194504,123.952492,159.415985,10.146778,347.353516
459.000000,224.000000,464.545807,221.781448,5.973102,21.803467
125.000000,224.000000,130.106049,223.466766,5.133816,5.961884
398.000000,224.000000,405.974548,222.015488,8.217768,13.974518
5.976580,216.673355,26.859568,215.223984,20.933224,3.970215
430.452118,186.296173,436.862579,185.279037,6.490654,9.015839
72.000000,181.000000,90.269562,180.545258,18.275221,1.425842
22.000000,171.000000,49.765686,169.668945,27.797573,2.744598
44.000000,170.000000,64.523109,167.875320,20.632795,5.910553
102.000000,199.000000,118.672348,197.815384,16.714380,4.064209
119.204178,275.943146,132.740891,287.272430,17.652061,320.072998
431.000000,243.000000,437.203064,240.381073,6.733260,22.889404
87.110817,228.505402,104.878334,226.352509,17.897474,6.908844
